"belongs_to_collection","budget","genres","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","Horror","Year","year","decade","bydecade","boxoffice"
"",3e+06,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","45778","tt1047449","en","Camp Hell","At the end of every summer, the children of a Christian community from a suburb of New Jersey attend Camp Hope. They travel deep into the woods far from any distractions the world provides. Here, the children are taught the ways of the Lord, the perils of the flesh, and the horror of the Devil. A charismatic priest leads them in their training. But, he unknowingly has brought something with him, something evil. What was supposed to be a safe place, a spiritual retreat has now turned into a nightmare that not even faith can end.",0.980913,"/ovXBG2kSek6lac15D6LzavpxtWH.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-13,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Ways of the Lord, Perils of the Flesh and Horror of the Devil","Camp Hell",FALSE,3.4,17,TRUE,"2010",2010,"10s","10s",3e+06
"",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","27442","tt0795463","en","Senseless","Elliott Gast (Jason Behr) is quickly climbing the corporate ladder of international commerce, negotiating deals to generate large fortunes for giant corporations. His success makes him the target for political extremists who kidnap him and broadcast his imprisonment and mutilation over the internet as macabre reality show and fundraiser.",0.467144,"/5Cz5YNIgE87EIakYbCcHRTCazCE.jpg","[]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-01-01,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Senseless",FALSE,7.5,4,TRUE,"2008",2008,"00s","00s",0
"",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","42530","tt0067975","en","What's the Matter with Helen?","Two middle-aged women move to Hollywood, California after their sons are convicted of a notorious murder and open a dance school for children eager to tap their way to stardom.",3.644541,"/eabSHqI3exZM6nQHlhQNQdSQUlH.jpg","[{'name': 'Filmways Pictures', 'id': 1138}, {'name': 'Raymax Productions', 'id': 13937}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-06-30,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Heart pounding terror!","What's the Matter with Helen?",FALSE,5.9,9,TRUE,"1971",1971,"70s","70s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","38410","tt1010271","en","The Poughkeepsie Tapes","When hundreds of videotapes showing torture, murder and dismemberment are found in an abandoned house, they reveal a serial killer's decade-long reign of terror and become the most disturbing collection of evidence homicide detectives have ever seen.",6.036528,"/uxRyi0EqWx6KGhu6HUXJBPPOx7H.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-04-27,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The last thing his victims saw... was his camera.","The Poughkeepsie Tapes",FALSE,5.6,67,TRUE,"2007",2007,"00s","00s",0
"",1500000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","40599","tt1064801","en","Red Canyon","In Red Canyon, Regina and Devon return to their family home in the badlands of Utah to face the memory of a brutal attack - and put it behind them. But in coming home they awaken a killing rage in a town where everyone has ties that bind.",0.300118,"/oLXeKh3Y4acLn0JrMHkhiieK5xE.jpg","[{'name': 'Red Canyon Pictures', 'id': 80169}, {'name': 'Boot Girl Production', 'id': 80170}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-01,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Red Canyon",FALSE,4.8,4,TRUE,"2008",2008,"00s","00s",1500000
"",0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]","32021","tt0069002","en","The Night Strangler","After being run out of Las Vegas, Kolchak heads for Seattle and another reporting job with the local paper. It's not long before he is on the trail of another string of bizarre murders. It seems that every 21 years, for the past century, a killer kills a certain number of people, drains them of their blood and then disappears into the night. Kolchak is on his trail, but can he stop him?",1.479178,"/qK8RORVnj8SfsiXz6NmKVkPMWfL.jpg","[{'name': 'ABC Circle Films', 'id': 2166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-01-16,0,74,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","The Night Strangler",FALSE,6.5,11,TRUE,"1973",1973,"70s","70s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]","30931","tt0082235","en","Dark Night of the Scarecrow","Bubba, an intellectually disabled man, is falsely accused of attacking a young girl. Disguised as a scarecrow, he hides in a cornfield, only to be hunted down and shot by four vigilante men. After they are acquitted due to lack of evidence, the men find themselves being stalked by a mysterious scarecrow.",2.410045,"/ykJGO19spTaJw8pIukcO3ccfz48.jpg","[{'name': 'Wizan Productions', 'id': 76166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-10-24,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","The Original Classic","Dark Night of the Scarecrow",FALSE,6.4,42,TRUE,"1981",1981,"80s","80s",0
"",0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","18178","tt0834102","en","Сенки","A successful young doctor with a beautiful wife, a happy child, and a comfortable house finds his life suddenly changed in ways he never thought possible after being injured in a serious car accident. To the outside eye Lazar Perkov has everything -- indeed his friends and colleagues have even gone so far as to christen him with the nickname ""Lucky."" But appearances can sometimes be...",0.452753,"/qk89sb5Kyyq4MvmCdMNqwwwTWQA.jpg","[{'name': 'Blue Eyes Fiction', 'id': 3460}, {'name': 'Senka DOOEL Film Production', 'id': 3461}]","[{'iso_3166_1': 'MK', 'name': 'Macedonia'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2007-06-06,0,120,"[{'iso_639_1': 'mk', 'name': ''}]","Released","","Shadows",FALSE,6.5,2,TRUE,"2007",2007,"00s","00s",0
"",2e+07,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","41402","tt1228987","en","Let Me In","A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.",11.11946,"/90Y8RVSlOnWsG8PO6evI4ycXItg.jpg","[{'name': 'Hammer Film Productions', 'id': 1314}, {'name': 'EFTI', 'id': 3576}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Overture Films', 'id': 12807}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-01,24145613,116,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Innocence dies. Abby doesn't.","Let Me In",FALSE,6.7,656,TRUE,"2010",2010,"10s","10s",44145613
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","27374","tt0816556","en","Lake Mungo","16 year old Alice Palmer drowns in a local dam. When her body is recovered and, her grieving family buries her. The family experiences a series of strange, inexplicable events centered in and around their home. Unsettled, the Palmers seek the help of psychic and parapsychologist, Ray Kemeny. Ray discovers that Alice led a secret, double life. At Lake Mungo, Alice's secret past emerges.",5.634004,"/oi20snBFq92V7Ek5gfF6Fnz0J1E.jpg","[{'name': 'Mungo Productions', 'id': 5583}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2008-06-17,0,84,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]","Released","If you've never seen a ghost... Look closer.","Lake Mungo",FALSE,6.1,90,TRUE,"2008",2008,"00s","00s",0
"",1e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","44040","tt1314655","en","Devil","A group of people trapped in a elevator realizes that the devil is among them.",7.094276,"/m54c0mMcsQfNcRk2As2qH8Y5DQG.jpg","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Night Chronicles', 'id': 6006}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-13,33583175,80,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'uk', 'name': 'Український'}]","Released","Bad Things Happen For A Reason","Devil",FALSE,5.8,836,TRUE,"2010",2010,"10s","10s",43583175
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","45729","tt1260567","en","Dark House","A troupe of actors hired for a haunted house attraction soon find that they are working in a true house of horror.",0.553298,"/5kSy4MBo3lC0pQANpjqzrucbAO5.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-04-19,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Death Lives Here","Dark House",FALSE,4.8,12,TRUE,"2009",2009,"00s","00s",0
"",625000,"[{'id': 27, 'name': 'Horror'}]","173672","tt1176252","en","Hunger","Five strangers face the unthinkable when they wake up and find themselves trapped. With no idea how they got there they frantically try to figure out how to escape. The disoriented group quickly realise the truth about their situation when they discover another room containing enough water to survive for 30 days… and a razor sharp surgical knife. The intention becomes quite clear. Whoever put them in this place wants to see just how long it will take before the hunger makes them commit unspeakable acts and cross a very deadly line.",3.232681,"/gCLsefff1rdfvy2Po4vCXCBApdL.jpg","[{'name': '5 States', 'id': 5885}, {'name': 'Liberty Artists', 'id': 5886}, {'name': 'Global Empire Studios', 'id': 13436}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-05-12,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","How far would you go to survive?","Hunger",FALSE,5.7,36,TRUE,"2009",2009,"00s","00s",625000
"",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","3592","tt0032871","en","One Million B.C.","One Million B.C. is a 1940 American fantasy film produced by Hal Roach Studios and released by United Artists. It is also known by the titles Cave Man, Man and His Mate, and Tumak. The film stars Victor Mature as protagonist Tumak, a young cave man who strives to unite the uncivilized Rock Tribe and the peaceful Shell Tribe, Carole Landis as Loana, daughter of the Shell Tribe chief and Tumak's love interest, and Lon Chaney, Jr. as Tumak's stern father and leader of the Rock Tribe.",0.461924,"/mDEtbOX5qTCsLY267LdyEbNx2fT.jpg","[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-04-26,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","So amazing you won't believe your eyes!","One Million B.C.",FALSE,7.5,4,TRUE,"1940",1940,"40s","40s",0
"",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]","20034","tt1093369","en","Hush","A young couple on a motorway journey are drawn into a game of cat and mouse with a truck driver when they see something disturbing in the back of his vehicle.",2.847024,"/dZvIJUoGRHR34ZM995i6mfRnEzs.jpg","[{'name': 'EM Media', 'id': 1917}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Screen Yorkshire', 'id': 2690}, {'name': 'WarpX', 'id': 3829}, {'name': 'Pathé', 'id': 7981}, {'name': 'Film4', 'id': 9349}, {'name': 'Fear Factory', 'id': 21598}, {'name': 'Shona Productions', 'id': 21599}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-08-13,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Hush",FALSE,5.4,44,TRUE,"2008",2008,"00s","00s",0
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","16271","tt0074875","en","Massacre at Central High","Maimed by bullies at a California high school, a new student (Derrel Maury) engineers acts of revenge.",1.168074,"/waNavooLRJHhUUttgZ3ioFdszDv.jpg","[{'name': 'Evan', 'id': 75375}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-09-01,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","VIOLENCE-DRENCHED VARIETY","Massacre at Central High",FALSE,6.3,7,TRUE,"1976",1976,"70s","70s",0
"",5e+05,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","45649","tt1612774","en","Rubber","In the California desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers.",5.305905,"/6zaq4lSe4SLUxeSMkjk29CBmqrD.jpg","[{'name': 'Canal+', 'id': 5358}, {'name': 'Backup Films', 'id': 5381}, {'name': 'Arte France', 'id': 6111}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Elle Driver', 'id': 6930}, {'name': '1.85 Films', 'id': 12856}, {'name': 'Realitism Films', 'id': 20856}, {'name': 'Sindika Dokolo', 'id': 23002}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'AO', 'name': 'Angola'}]",2010-07-09,98017,85,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Are you TIRED of the expected?","Rubber",FALSE,5.7,252,TRUE,"2010",2010,"10s","10s",598017
"",0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","39681","tt0445054","en","Les 7 jours du talion","Bruno Hamel is a thirty eight year old surgeon. He lives in Drummondville with his wife Sylvie, and their eight year-old daughter Jasmine. Like many happy people, he is leading an uneventful life until a beautiful fall afternoon, when his daughter is raped and murdered. From then on, the world of the Hamel family collapses. When the murderer is arrested, a terrible project germinates in Bruno's darkened mind. He plans to capture the ""monster"" and make him pay for his crime. The day the murderer appears in Court, Hamel, who had prepared his plan in great detail, kidnaps the monster and later sends the police a brief message stating that the rapist and murderer of his daughter was going to be tortured for 7 days and then executed. Once this task accomplished, he will then give himself up.",2.775577,"/bjgrjRhT0hCcXEgbEkBWfyYmRW.jpg","[{'name': 'Go Films', 'id': 13313}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2010-06-22,0,105,"[{'iso_639_1': 'fr', 'name': 'Français'}]","Released","Seven Days","Seven Days",FALSE,6.2,51,TRUE,"2010",2010,"10s","10s",0
"",2.2e+07,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","41505","tt1179069","en","Shelter","A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.",11.634377,"/iFtUI5KB83bXTk23kB2ldoOQX8z.jpg","[{'name': 'NALA Films', 'id': 2088}, {'name': 'IM Global', 'id': 7437}, {'name': 'Maraci/Edelstein Films', 'id': 23199}, {'name': 'Shelter Productions', 'id': 23200}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-27,851517,112,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Evil will rise.","Shelter",FALSE,5.7,213,TRUE,"2010",2010,"10s","10s",22851517
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","42307","tt1241330","en","Road Train","A supernatural thriller about a group of teenagers menaced by a driver-less train in the Australian outback.",2.589064,"/nBzzmY5TBlfKrsYV5vUnjmd3fv1.jpg","[{'name': 'Screen Australia', 'id': 7584}, {'name': 'Fulcrum Media Finance', 'id': 14430}, {'name': 'ProdigyMovies', 'id': 22897}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2010-05-28,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]","Released","Driven to Hell","Road Train",FALSE,3.5,34,TRUE,"2010",2010,"10s","10s",0
"{'id': 91660, 'name': '30 Days of Night Collection', 'poster_path': '/fRAZnIegztYTPsM9eGjSUusKUYM.jpg', 'backdrop_path': '/uKN4mENg8BVeKCxwWXGCvFeUim8.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","42941","tt1320304","en","30 Days of Night: Dark Days","After surviving the incidents in Barrow, Alaska, Stella Olemaun relocates to Los Angeles, where she intentionally attracts the attention of the local vampire population in order to avenge the death of her husband, Eben.",7.320221,"/y3GK3hpDNPsPN7uQ7A8GO53UJWZ.jpg","[{'name': 'Ghost House Pictures', 'id': 768}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-04,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Don't walk into the dark.","30 Days of Night: Dark Days",FALSE,4.8,121,TRUE,"2010",2010,"10s","10s",0
"",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","32540","tt1094295","en","The Disappeared","Following the disappearance of his younger brother Tom, Matthew Ryan tries to put his life and sanity back together. However the past keeps coming back to haunt him.",0.901538,"/4I2LmSg8D43AkZLcut4KcmDHWGd.jpg","[{'name': 'The Lost Tribe', 'id': 5212}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-01-01,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","","The Disappeared",FALSE,6.2,10,TRUE,"2008",2008,"00s","00s",0
